STATION,STATION_NAME,DATE,TAVG,TMAX,TMIN
GHCND:AYM00088968,BASE ORCADAS AY,19570923,-9999,33,15
GHCND:AYM00088968,BASE ORCADAS AY,19570924,-9999,28,13
GHCND:AYM00088968,BASE ORCADAS AY,19570925,-9999,31,27
GHCND:AYM00088968,BASE ORCADAS AY,19570926,-9999,31,28
GHCND:AYM00088968,BASE ORCADAS AY,19570927,-9999,32,28
GHCND:AYM00088968,BASE ORCADAS AY,19570928,-9999,33,27
GHCND:AYM00088968,BASE ORCADAS AY,19570929,-9999,32,24
GHCND:AYM00088968,BASE ORCADAS AY,19570930,-9999,36,23
GHCND:AYM00088968,BASE ORCADAS AY,19571001,-9999,32,23
GHCND:AYM00088968,BASE ORCADAS AY,19571002,-9999,32,15
GHCND:AYM00088968,BASE ORCADAS AY,19571003,-9999,30,24
GHCND:AYM00088968,BASE ORCADAS AY,19571004,-9999,29,23
GHCND:AYM00088968,BASE ORCADAS AY,19571005,-9999,31,23
GHCND:AYM00088968,BASE ORCADAS AY,19571006,-9999,30,20
GHCND:AYM00088968,BASE ORCADAS AY,19571007,-9999,35,27
GHCND:AYM00088968,BASE ORCADAS AY,19571008,-9999,36,26
GHCND:AYM00088968,BASE ORCADAS AY,19571009,-9999,29,24
GHCND:AYM00088968,BASE ORCADAS AY,19571010,-9999,34,23
GHCND:AYM00088968,BASE ORCADAS AY,19571011,-9999,31,24
GHCND:AYM00088968,BASE ORCADAS AY,19571012,-9999,31,4
GHCND:AYM00088968,BASE ORCADAS AY,19571013,-9999,30,6
GHCND:AYM00088968,BASE ORCADAS AY,19571014,-9999,36,18
GHCND:AYM00088968,BASE ORCADAS AY,19571015,-9999,23,3
GHCND:AYM00088968,BASE ORCADAS AY,19571016,-9999,14,8
GHCND:AYM00088968,BASE ORCADAS AY,19571017,-9999,20,7
GHCND:AYM00088968,BASE ORCADAS AY,19571018,-9999,35,7
GHCND:AYM00088968,BASE ORCADAS AY,19571019,-9999,28,17
GHCND:AYM00088968,BASE ORCADAS AY,19571020,-9999,22,13
GHCND:AYM00088968,BASE ORCADAS AY,19571021,-9999,27,11
GHCND:AYM00088968,BASE ORCADAS AY,19571022,-9999,24,11
GHCND:AYM00088968,BASE ORCADAS AY,19571023,-9999,39,22
GHCND:AYM00088968,BASE ORCADAS AY,19571024,-9999,36,25
GHCND:AYM00088968,BASE ORCADAS AY,19571025,-9999,35,24
GHCND:AYM00088968,BASE ORCADAS AY,19571026,-9999,25,17
GHCND:AYM00088968,BASE ORCADAS AY,19571027,-9999,23,14
GHCND:AYM00088968,BASE ORCADAS AY,19571028,-9999,18,9
GHCND:AYM00088968,BASE ORCADAS AY,19571029,-9999,17,11
GHCND:AYM00088968,BASE ORCADAS AY,19571031,-9999,11,6
GHCND:AYM00088968,BASE ORCADAS AY,19571101,-9999,29,6
GHCND:AYM00088968,BASE ORCADAS AY,19571102,-9999,32,24
GHCND:AYM00088968,BASE ORCADAS AY,19571103,-9999,34,24
GHCND:AYM00088968,BASE ORCADAS AY,19571104,-9999,42,30
GHCND:AYM00088968,BASE ORCADAS AY,19571105,-9999,31,13
GHCND:AYM00088968,BASE ORCADAS AY,19571106,-9999,17,11
GHCND:AYM00088968,BASE ORCADAS AY,19571107,-9999,22,9
GHCND:AYM00088968,BASE ORCADAS AY,19571108,-9999,36,15
GHCND:AYM00088968,BASE ORCADAS AY,19571109,-9999,36,27
GHCND:AYM00088968,BASE ORCADAS AY,19571110,-9999,35,29
GHCND:AYM00088968,BASE ORCADAS AY,19571111,-9999,37,31
GHCND:AYM00088968,BASE ORCADAS AY,19571112,-9999,37,31
GHCND:AYM00088968,BASE ORCADAS AY,19571113,-9999,36,29
GHCND:AYM00088968,BASE ORCADAS AY,19571114,-9999,40,25
GHCND:AYM00088968,BASE ORCADAS AY,19571115,-9999,42,30
GHCND:AYM00088968,BASE ORCADAS AY,19571116,-9999,44,31
GHCND:AYM00088968,BASE ORCADAS AY,19571117,-9999,36,31
GHCND:AYM00088968,BASE ORCADAS AY,19571118,-9999,35,30
GHCND:AYM00088968,BASE ORCADAS AY,19571119,-9999,36,29
GHCND:AYM00088968,BASE ORCADAS AY,19571120,-9999,42,31
GHCND:AYM00088968,BASE ORCADAS AY,19571121,-9999,39,30
GHCND:AYM00088968,BASE ORCADAS AY,19571122,-9999,36,29
GHCND:AYM00088968,BASE ORCADAS AY,19571123,-9999,38,30
GHCND:AYM00088968,BASE ORCADAS AY,19571124,-9999,37,28
GHCND:AYM00088968,BASE ORCADAS AY,19571125,-9999,42,30
GHCND:AYM00088968,BASE ORCADAS AY,19571126,-9999,32,28
GHCND:AYM00088968,BASE ORCADAS AY,19571127,-9999,33,27
GHCND:AYM00088968,BASE ORCADAS AY,19571128,-9999,37,27
GHCND:AYM00088968,BASE ORCADAS AY,19571129,-9999,33,28
GHCND:AYM00088968,BASE ORCADAS AY,19571130,-9999,33,28
GHCND:AYM00088968,BASE ORCADAS AY,19571201,-9999,35,28
GHCND:AYM00088968,BASE ORCADAS AY,19571202,-9999,37,29
GHCND:AYM00088968,BASE ORCADAS AY,19571203,-9999,38,29
GHCND:AYM00088968,BASE ORCADAS AY,19571204,-9999,38,28
GHCND:AYM00088968,BASE ORCADAS AY,19571205,-9999,38,29
GHCND:AYM00088968,BASE ORCADAS AY,19571206,-9999,40,30
GHCND:AYM00088968,BASE ORCADAS AY,19571207,-9999,38,29
GHCND:AYM00088968,BASE ORCADAS AY,19571208,-9999,30,24
GHCND:AYM00088968,BASE ORCADAS AY,19571209,-9999,31,25
GHCND:AYM00088968,BASE ORCADAS AY,19571210,-9999,33,20
GHCND:AYM00088968,BASE ORCADAS AY,19571211,-9999,32,23
GHCND:AYM00088968,BASE ORCADAS AY,19571212,-9999,27,22
GHCND:AYM00088968,BASE ORCADAS AY,19571213,-9999,26,21
GHCND:AYM00088968,BASE ORCADAS AY,19571214,-9999,33,21
GHCND:AYM00088968,BASE ORCADAS AY,19571215,-9999,31,26
GHCND:AYM00088968,BASE ORCADAS AY,19571216,-9999,33,28
GHCND:AYM00088968,BASE ORCADAS AY,19571217,-9999,36,28
GHCND:AYM00088968,BASE ORCADAS AY,19571218,-9999,36,27
GHCND:AYM00088968,BASE ORCADAS AY,19571219,-9999,31,27
GHCND:AYM00088968,BASE ORCADAS AY,19571220,-9999,31,27
GHCND:AYM00088968,BASE ORCADAS AY,19571221,-9999,36,26
GHCND:AYM00088968,BASE ORCADAS AY,19571222,-9999,36,25
GHCND:AYM00088968,BASE ORCADAS AY,19571223,-9999,36,28
GHCND:AYM00088968,BASE ORCADAS AY,19571224,-9999,38,30
GHCND:AYM00088968,BASE ORCADAS AY,19571225,-9999,38,30
GHCND:AYM00088968,BASE ORCADAS AY,19571226,-9999,38,27
GHCND:AYM00088968,BASE ORCADAS AY,19571227,-9999,35,29
GHCND:AYM00088968,BASE ORCADAS AY,19571228,-9999,40,29
GHCND:AYM00088968,BASE ORCADAS AY,19571229,-9999,36,29
GHCND:AYM00088968,BASE ORCADAS AY,19571230,-9999,33,28
GHCND:AYM00088968,BASE ORCADAS AY,19571231,-9999,40,27
GHCND:AYM00088968,BASE ORCADAS AY,19580101,-9999,38,29
GHCND:AYM00088968,BASE ORCADAS AY,19580102,-9999,40,31
GHCND:AYM00088968,BASE ORCADAS AY,19580103,-9999,40,29
GHCND:AYM00088968,BASE ORCADAS AY,19580104,-9999,39,28
GHCND:AYM00088968,BASE ORCADAS AY,19580105,-9999,38,28
GHCND:AYM00088968,BASE ORCADAS AY,19580106,-9999,37,31
GHCND:AYM00088968,BASE ORCADAS AY,19580107,-9999,39,31
GHCND:AYM00088968,BASE ORCADAS AY,19580108,-9999,33,27
GHCND:AYM00088968,BASE ORCADAS AY,19580109,-9999,36,26
GHCND:AYM00088968,BASE ORCADAS AY,19580110,-9999,36,28
GHCND:AYM00088968,BASE ORCADAS AY,19580111,-9999,39,31
GHCND:AYM00088968,BASE ORCADAS AY,19580112,-9999,40,30
GHCND:AYM00088968,BASE ORCADAS AY,19580113,-9999,36,31
GHCND:AYM00088968,BASE ORCADAS AY,19580114,-9999,35,29
GHCND:AYM00088968,BASE ORCADAS AY,19580115,-9999,35,28
GHCND:AYM00088968,BASE ORCADAS AY,19580116,-9999,34,27
GHCND:AYM00088968,BASE ORCADAS AY,19580117,-9999,34,28
GHCND:AYM00088968,BASE ORCADAS AY,19580118,-9999,32,27
GHCND:AYM00088968,BASE ORCADAS AY,19580119,-9999,36,27
